id,date,time,item,qty,price
51800,2024-04-03,20:59:33,Grilled Teriyaki Chicken,2,6.15
51801,2024-04-03,21:08:20,String Bean Chicken Breast,1,6.15
59880,2024-05-08,20:32:26,Chow Mein,1,4.5
51802,2024-04-03,21:08:20,Teriyaki Chicken,1,6.15
51803,2024-04-03,21:15:27,Teriyaki Chicken,1,6.15
51804,2024-04-03,21:15:27,Beijing Beef,1,6.15
51805,2024-04-03,21:20:54,Super Greens Side,1,4.5
51806,2024-04-03,21:20:54,Steamed White Rice,1,4.5
51807,2024-04-03,21:30:49,Chow Mein,1,4.5
51808,2024-04-03,21:36:13,Super Greens Side,1,4.5
51809,2024-04-03,21:36:13,Black Pepper Chicken,1,6.15
51810,2024-04-03,21:36:13,Kung Pao Chicken,2,6.15
51811,2024-04-03,21:42:18,Mushroom Chicken,1,6.15
51812,2024-04-03,21:42:18,Broccoli Beef,1,6.15
51813,2024-04-03,21:42:18,Orange Chicken,1,6.15
51814,2024-04-03,21:52:26,Honey Sesame Chicken Breast,1,6.15
51815,2024-04-04,09:30:07,Mushroom Chicken,1,6.15
51816,2024-04-04,09:30:07,Orange Chicken,1,6.15
51817,2024-04-04,09:30:07,Teriyaki Chicken,1,6.15
51818,2024-04-04,09:38:24,Super Greens Side,1,4.5
51819,2024-04-04,09:38:24,Broccoli Beef,1,6.15
51820,2024-04-04,09:46:31,Honey Sesame Chicken Breast,1,6.15
51821,2024-04-04,09:46:31,Black Pepper Angus Steak,1,7.15
51822,2024-04-04,09:46:31,Mushroom Chicken,2,6.15
51823,2024-04-04,09:46:31,Steamed White Rice,1,4.5
51824,2024-04-04,09:51:36,Honey Sesame Chicken Breast,1,6.15
51825,2024-04-04,09:51:36,Orange Chicken,1,6.15
51826,2024-04-04,09:51:36,Grilled Teriyaki Chicken,2,6.15
51827,2024-04-04,10:00:24,Kung Pao Chicken,1,6.15
51828,2024-04-04,10:00:24,Fried Rice,1,4.5
51829,2024-04-04,10:00:24,Orange Chicken,1,6.15
51830,2024-04-04,10:00:24,Beijing Beef,1,6.15
51831,2024-04-04,10:09:51,Super Greens Side,1,4.5
51832,2024-04-04,10:09:51,Orange Chicken,1,6.15
51833,2024-04-04,10:17:22,Super Greens Side,1,4.5
51834,2024-04-04,10:17:22,Honey Sesame Chicken Breast,1,6.15
51835,2024-04-04,10:17:22,Steamed White Rice,1,4.5
51836,2024-04-04,10:23:23,Black Pepper Chicken,1,6.15
51837,2024-04-04,10:23:23,Beijing Beef,1,6.15
51838,2024-04-04,10:31:31,Super Greens Side,1,4.5
51839,2024-04-04,10:31:31,Fried Rice,1,4.5
51840,2024-04-04,10:31:31,Steamed White Rice,1,4.5
51841,2024-04-04,10:40:20,Chow Mein,1,4.5
51842,2024-04-04,10:40:20,Orange Chicken,1,6.15
51843,2024-04-04,10:40:20,Teriyaki Chicken,2,6.15
51844,2024-04-04,10:48:56,Super Greens Side,1,4.5
51845,2024-04-04,10:48:56,Chow Mein,1,4.5
51846,2024-04-04,10:56:01,Super Greens Side,1,4.5
51847,2024-04-04,10:56:01,Black Pepper Angus Steak,1,7.15
51848,2024-04-04,10:56:01,Beijing Beef,1,6.15
51849,2024-04-04,11:03:17,Black Pepper Chicken,1,6.15
51850,2024-04-04,11:03:17,Chow Mein,1,4.5
51851,2024-04-04,11:03:17,Fried Rice,1,4.5
51852,2024-04-04,11:11:13,Beijing Beef,1,6.15
51853,2024-04-04,11:20:29,Super Greens Side,1,4.5
51854,2024-04-04,11:20:29,Broccoli Beef,1,6.15
51855,2024-04-04,11:20:29,Grilled Teriyaki Chicken,1,6.15
51856,2024-04-04,11:28:23,Black Pepper Chicken,1,6.15
51857,2024-04-04,11:28:23,Kung Pao Chicken,1,6.15
51858,2024-04-04,11:34:03,Super Greens Side,1,4.5
51859,2024-04-04,11:34:03,Chow Mein,1,4.5
51860,2024-04-04,11:34:03,Teriyaki Chicken,1,6.15
51861,2024-04-04,11:34:03,Honey Sesame Chicken Breast,1,6.15
51862,2024-04-04,11:43:33,Kung Pao Chicken,1,6.15
51863,2024-04-04,11:43:33,Orange Chicken,1,6.15
51864,2024-04-04,11:49:27,Honey Sesame Chicken Breast,1,6.15
51865,2024-04-04,11:49:27,Broccoli Beef,1,6.15
51866,2024-04-04,11:49:27,Steamed White Rice,1,4.5
51867,2024-04-04,11:57:05,Honey Sesame Chicken Breast,1,6.15
51868,2024-04-04,11:57:05,Mushroom Chicken,1,6.15
51869,2024-04-04,12:02:55,Black Pepper Chicken,1,6.15
51870,2024-04-04,12:02:55,Fried Rice,1,4.5
51871,2024-04-04,12:02:55,Steamed White Rice,1,4.5
51872,2024-04-04,12:08:16,String Bean Chicken Breast,1,6.15
51873,2024-04-04,12:08:16,Chow Mein,1,4.5
51874,2024-04-04,12:08:16,Fried Rice,1,4.5
51875,2024-04-04,12:13:17,Steamed White Rice,1,4.5
51876,2024-04-04,12:18:44,Chow Mein,1,4.5
51877,2024-04-04,12:26:10,String Bean Chicken Breast,1,6.15
51878,2024-04-04,12:26:10,Fried Rice,1,4.5
51879,2024-04-04,12:35:28,Super Greens Side,1,4.5
51880,2024-04-04,12:35:28,Broccoli Beef,1,6.15
51881,2024-04-04,12:41:05,Mushroom Chicken,1,6.15
51882,2024-04-04,12:46:41,Super Greens Side,1,4.5
51883,2024-04-04,12:46:41,Steamed White Rice,1,4.5
51884,2024-04-04,12:46:41,String Bean Chicken Breast,1,6.15
51885,2024-04-04,12:54:37,Fried Rice,1,4.5
51886,2024-04-04,12:54:37,Steamed White Rice,1,4.5
51887,2024-04-04,12:54:37,Beijing Beef,1,6.15
51888,2024-04-04,13:02:27,Honey Sesame Chicken Breast,1,6.15
51889,2024-04-04,13:02:27,Super Greens Side,1,4.5
51890,2024-04-04,13:10:14,Black Pepper Chicken,1,6.15
51891,2024-04-04,13:10:14,Steamed White Rice,1,4.5
51892,2024-04-04,13:19:45,Teriyaki Chicken,1,6.15
51893,2024-04-04,13:19:45,Beijing Beef,1,6.15
51894,2024-04-04,13:25:36,Grilled Teriyaki Chicken,2,6.15
51895,2024-04-04,13:35:37,Black Pepper Chicken,1,6.15
51896,2024-04-04,13:35:37,Beijing Beef,1,6.15
51897,2024-04-04,13:43:41,Grilled Teriyaki Chicken,1,6.15
51898,2024-04-04,13:50:47,Orange Chicken,1,6.15
51899,2024-04-04,13:58:17,Kung Pao Chicken,1,6.15
51900,2024-04-04,13:58:17,Teriyaki Chicken,1,6.15
51901,2024-04-04,14:06:59,Broccoli Beef,1,6.15
51902,2024-04-04,14:13:23,Kung Pao Chicken,1,6.15
51903,2024-04-04,14:20:01,String Bean Chicken Breast,1,6.15
51904,2024-04-04,14:20:01,Fried Rice,1,4.5
51905,2024-04-04,14:20:01,Orange Chicken,1,6.15
51906,2024-04-04,14:20:01,Kung Pao Chicken,1,6.15
51907,2024-04-04,14:28:17,Kung Pao Chicken,1,6.15
51908,2024-04-04,14:28:17,Black Pepper Angus Steak,2,7.15
51909,2024-04-04,14:28:17,Orange Chicken,1,6.15
51910,2024-04-04,14:37:09,Super Greens Side,1,4.5
51911,2024-04-04,14:37:09,Chow Mein,1,4.5
51912,2024-04-04,14:37:09,Steamed White Rice,1,4.5
51913,2024-04-04,14:43:47,Black Pepper Angus Steak,1,7.15
51914,2024-04-04,14:43:47,Black Pepper Chicken,1,6.15
51915,2024-04-04,14:49:07,Super Greens Side,1,4.5
51916,2024-04-04,14:55:28,Black Pepper Chicken,1,6.15
51917,2024-04-04,15:04:16,Super Greens Side,1,4.5
51918,2024-04-04,15:04:16,Black Pepper Chicken,1,6.15
51919,2024-04-04,15:04:16,Mushroom Chicken,1,6.15
51920,2024-04-04,15:04:16,String Bean Chicken Breast,1,6.15
51921,2024-04-04,15:10:22,Black Pepper Chicken,1,6.15
51922,2024-04-04,15:10:22,Kung Pao Chicken,1,6.15
51923,2024-04-04,15:10:22,Fried Rice,1,4.5
51924,2024-04-04,15:10:22,Teriyaki Chicken,1,6.15
51925,2024-04-04,15:17:41,Super Greens Side,1,4.5
51926,2024-04-04,15:17:41,Teriyaki Chicken,1,6.15
51927,2024-04-04,15:24:27,Super Greens Side,1,4.5
51928,2024-04-04,15:33:18,Super Greens Side,1,4.5
51929,2024-04-04,15:38:42,Grilled Teriyaki Chicken,1,6.15
51930,2024-04-04,15:45:32,Black Pepper Chicken,1,6.15
51931,2024-04-04,15:45:32,Chow Mein,1,4.5
51932,2024-04-04,15:45:32,String Bean Chicken Breast,2,6.15
51933,2024-04-04,15:45:32,Orange Chicken,1,6.15
51934,2024-04-04,15:53:51,String Bean Chicken Breast,1,6.15
51935,2024-04-04,15:53:51,Fried Rice,1,4.5
51936,2024-04-04,15:53:51,Orange Chicken,1,6.15
51937,2024-04-04,15:53:51,Honey Sesame Chicken Breast,1,6.15
51938,2024-04-04,15:59:19,String Bean Chicken Breast,1,6.15
51939,2024-04-04,16:07:56,Black Pepper Angus Steak,1,7.15
51940,2024-04-04,16:07:56,Fried Rice,1,4.5
51941,2024-04-04,16:14:58,Super Greens Side,1,4.5
51942,2024-04-04,16:14:58,Broccoli Beef,1,6.15
51943,2024-04-04,16:14:58,Fried Rice,1,4.5
51944,2024-04-04,16:19:35,Honey Sesame Chicken Breast,1,6.15
51945,2024-04-04,16:19:35,Broccoli Beef,1,6.15
51946,2024-04-04,16:19:35,Grilled Teriyaki Chicken,1,6.15
51947,2024-04-04,16:25:32,Teriyaki Chicken,1,6.15
51948,2024-04-04,16:33:02,String Bean Chicken Breast,1,6.15
51949,2024-04-04,16:33:02,Chow Mein,1,4.5
51950,2024-04-04,16:33:02,Teriyaki Chicken,1,6.15
51951,2024-04-04,16:33:02,Grilled Teriyaki Chicken,1,6.15
51952,2024-04-04,16:41:01,Chow Mein,1,4.5
51953,2024-04-04,16:48:36,Black Pepper Angus Steak,1,7.15
51954,2024-04-04,16:48:36,Grilled Teriyaki Chicken,1,6.15
51955,2024-04-04,16:55:39,Broccoli Beef,1,6.15
51956,2024-04-04,16:55:39,Kung Pao Chicken,1,6.15
51957,2024-04-04,16:55:39,Grilled Teriyaki Chicken,1,6.15
51958,2024-04-04,17:05:22,Black Pepper Angus Steak,1,7.15
51959,2024-04-04,17:15:35,Super Greens Side,1,4.5
51960,2024-04-04,17:15:35,Broccoli Beef,2,6.15
51961,2024-04-04,17:15:35,Mushroom Chicken,1,6.15
51962,2024-04-04,17:15:35,Steamed White Rice,1,4.5
51963,2024-04-04,17:21:47,String Bean Chicken Breast,1,6.15
51964,2024-04-04,17:21:47,Black Pepper Angus Steak,1,7.15
51965,2024-04-04,17:21:47,Super Greens Side,1,4.5
51966,2024-04-04,17:21:47,Chow Mein,1,4.5
51967,2024-04-04,17:30:36,Fried Rice,1,4.5
51968,2024-04-04,17:36:16,Orange Chicken,1,6.15
51969,2024-04-04,17:41:55,Black Pepper Angus Steak,1,7.15
51970,2024-04-04,17:46:49,Black Pepper Chicken,1,6.15
51971,2024-04-04,17:46:49,Kung Pao Chicken,1,6.15
51972,2024-04-04,17:54:10,Broccoli Beef,1,6.15
51973,2024-04-04,17:54:10,Black Pepper Chicken,1,6.15
51974,2024-04-04,17:54:10,Teriyaki Chicken,1,6.15
51975,2024-04-04,18:00:44,Black Pepper Angus Steak,1,7.15
51976,2024-04-04,18:00:44,Black Pepper Chicken,1,6.15
51977,2024-04-04,18:00:44,Teriyaki Chicken,1,6.15
51978,2024-04-04,18:09:17,Chow Mein,1,4.5
51979,2024-04-04,18:09:17,Mushroom Chicken,1,6.15
51980,2024-04-04,18:18:09,Super Greens Side,1,4.5
51981,2024-04-04,18:27:56,Honey Sesame Chicken Breast,1,6.15
51982,2024-04-04,18:27:56,Beijing Beef,1,6.15
51983,2024-04-04,18:35:04,Teriyaki Chicken,1,6.15
51984,2024-04-04,18:35:04,Black Pepper Chicken,1,6.15
51985,2024-04-04,18:35:04,Chow Mein,1,4.5
51986,2024-04-04,18:35:04,Mushroom Chicken,1,6.15
51987,2024-04-04,18:35:04,Beijing Beef,1,6.15
51988,2024-04-04,18:42:15,Super Greens Side,1,4.5
51989,2024-04-04,18:42:15,Broccoli Beef,1,6.15
51990,2024-04-04,18:51:03,Fried Rice,1,4.5
51991,2024-04-04,18:51:03,Steamed White Rice,1,4.5
51992,2024-04-04,18:51:03,Grilled Teriyaki Chicken,2,6.15
51993,2024-04-04,19:00:41,Honey Sesame Chicken Breast,1,6.15
51994,2024-04-04,19:00:41,Black Pepper Angus Steak,1,7.15
51995,2024-04-04,19:00:41,Black Pepper Chicken,1,6.15
51996,2024-04-04,19:00:41,Steamed White Rice,1,4.5
51997,2024-04-04,19:09:47,String Bean Chicken Breast,1,6.15
51998,2024-04-04,19:09:47,Black Pepper Chicken,1,6.15
51999,2024-04-04,19:09:47,Mushroom Chicken,1,6.15
52000,2024-04-04,19:17:08,String Bean Chicken Breast,1,6.15
52001,2024-04-04,19:17:08,Black Pepper Chicken,1,6.15
52002,2024-04-04,19:17:08,Teriyaki Chicken,1,6.15
52003,2024-04-04,19:25:04,Super Greens Side,1,4.5
52004,2024-04-04,19:25:04,Broccoli Beef,1,6.15
52005,2024-04-04,19:25:04,Mushroom Chicken,1,6.15
52006,2024-04-04,19:34:56,Orange Chicken,1,6.15
52007,2024-04-04,19:34:56,Mushroom Chicken,1,6.15
52008,2024-04-04,19:34:56,Teriyaki Chicken,1,6.15
52009,2024-04-04,19:44:26,Broccoli Beef,1,6.15
52010,2024-04-04,19:44:26,Steamed White Rice,1,4.5
52011,2024-04-04,19:51:36,Kung Pao Chicken,1,6.15
52012,2024-04-04,20:00:04,Super Greens Side,1,4.5
52013,2024-04-04,20:00:04,Kung Pao Chicken,1,6.15
52014,2024-04-04,20:08:18,Honey Sesame Chicken Breast,1,6.15
52015,2024-04-04,20:14:32,String Bean Chicken Breast,2,6.15
52016,2024-04-04,20:14:32,Beijing Beef,1,6.15
52017,2024-04-04,20:14:32,Steamed White Rice,1,4.5
52018,2024-04-04,20:21:01,Super Greens Side,1,4.5
52019,2024-04-04,20:21:01,Fried Rice,1,4.5
52020,2024-04-04,20:30:52,Teriyaki Chicken,1,6.15
52021,2024-04-04,20:36:42,Black Pepper Angus Steak,1,7.15
52022,2024-04-04,20:43:24,String Bean Chicken Breast,1,6.15
52023,2024-04-04,20:49:12,Honey Sesame Chicken Breast,1,6.15
52024,2024-04-04,20:49:12,Black Pepper Angus Steak,2,7.15
52025,2024-04-04,20:57:32,Honey Sesame Chicken Breast,1,6.15
52026,2024-04-04,20:57:32,Beijing Beef,1,6.15
52027,2024-04-04,21:07:43,Chow Mein,1,4.5
52028,2024-04-04,21:13:43,Mushroom Chicken,1,6.15
52029,2024-04-04,21:13:43,Beijing Beef,1,6.15
52030,2024-04-04,21:20:52,Honey Sesame Chicken Breast,1,6.15
52031,2024-04-04,21:29:50,Chow Mein,1,4.5
52032,2024-04-04,21:29:50,Broccoli Beef,1,6.15
52033,2024-04-04,21:39:58,Super Greens Side,1,4.5
52034,2024-04-04,21:39:58,Broccoli Beef,1,6.15
52035,2024-04-04,21:39:58,Orange Chicken,1,6.15
52036,2024-04-04,21:49:22,Steamed White Rice,1,4.5
52037,2024-04-04,21:55:20,Grilled Teriyaki Chicken,1,6.15
52038,2024-04-05,09:30:22,Super Greens Side,1,4.5
52039,2024-04-05,09:30:22,Honey Sesame Chicken Breast,1,6.15
52040,2024-04-05,09:39:54,Super Greens Side,1,4.5
52041,2024-04-05,09:39:54,Steamed White Rice,1,4.5
52042,2024-04-05,09:49:20,Black Pepper Angus Steak,1,7.15
52043,2024-04-05,09:49:20,Broccoli Beef,1,6.15
52044,2024-04-05,09:49:20,Orange Chicken,1,6.15
52045,2024-04-05,09:49:20,Teriyaki Chicken,1,6.15
52046,2024-04-05,09:55:56,Black Pepper Angus Steak,1,7.15
52047,2024-04-05,09:55:56,Orange Chicken,1,6.15
52048,2024-04-05,09:55:56,Beijing Beef,1,6.15
52049,2024-04-05,10:04:24,Teriyaki Chicken,1,6.15
52050,2024-04-05,10:11:24,Mushroom Chicken,1,6.15
52051,2024-04-05,10:17:50,Teriyaki Chicken,1,6.15
52052,2024-04-05,10:17:50,Honey Sesame Chicken Breast,1,6.15
52053,2024-04-05,10:17:50,Black Pepper Angus Steak,1,7.15
52054,2024-04-05,10:17:50,Super Greens Side,1,4.5
52055,2024-04-05,10:17:50,String Bean Chicken Breast,1,6.15
52056,2024-04-05,10:26:39,Black Pepper Chicken,1,6.15
52057,2024-04-05,10:26:39,Steamed White Rice,1,4.5
52058,2024-04-05,10:36:53,Fried Rice,1,4.5
52059,2024-04-05,10:36:53,Orange Chicken,1,6.15
52060,2024-04-05,10:36:53,Teriyaki Chicken,1,6.15
52061,2024-04-05,10:45:18,String Bean Chicken Breast,1,6.15
52062,2024-04-05,10:45:18,Mushroom Chicken,1,6.15
52063,2024-04-05,10:51:56,Fried Rice,1,4.5
52064,2024-04-05,10:51:56,Mushroom Chicken,1,6.15
52065,2024-04-05,11:00:39,String Bean Chicken Breast,1,6.15
52066,2024-04-05,11:00:39,Kung Pao Chicken,1,6.15
52067,2024-04-05,11:00:39,Black Pepper Chicken,1,6.15
52068,2024-04-05,11:08:26,Honey Sesame Chicken Breast,1,6.15
52069,2024-04-05,11:08:26,Fried Rice,1,4.5
52070,2024-04-05,11:17:07,Beijing Beef,2,6.15
52071,2024-04-05,11:17:07,Broccoli Beef,1,6.15
52072,2024-04-05,11:26:43,Kung Pao Chicken,1,6.15
52073,2024-04-05,11:26:43,Orange Chicken,1,6.15
52074,2024-04-05,11:26:43,Beijing Beef,1,6.15
52075,2024-04-05,11:35:58,Beijing Beef,1,6.15
52076,2024-04-05,11:44:31,String Bean Chicken Breast,1,6.15
52077,2024-04-05,11:44:31,Kung Pao Chicken,1,6.15
52078,2024-04-05,11:44:31,Grilled Teriyaki Chicken,1,6.15
52079,2024-04-05,11:50:45,String Bean Chicken Breast,1,6.15
52080,2024-04-05,11:58:52,Chow Mein,1,4.5
52081,2024-04-05,12:08:33,Grilled Teriyaki Chicken,1,6.15
52082,2024-04-05,12:14:25,String Bean Chicken Breast,1,6.15
52083,2024-04-05,12:14:25,Mushroom Chicken,1,6.15
52084,2024-04-05,12:14:25,Honey Sesame Chicken Breast,1,6.15
52085,2024-04-05,12:23:39,Black Pepper Angus Steak,1,7.15
52086,2024-04-05,12:23:39,Grilled Teriyaki Chicken,1,6.15
52087,2024-04-05,12:23:39,Broccoli Beef,1,6.15
52088,2024-04-05,12:23:39,Beijing Beef,1,6.15
52089,2024-04-05,12:32:11,Black Pepper Angus Steak,1,7.15
52090,2024-04-05,12:38:23,Steamed White Rice,1,4.5
52091,2024-04-05,12:38:23,Beijing Beef,1,6.15
52092,2024-04-05,12:43:39,String Bean Chicken Breast,1,6.15
52093,2024-04-05,12:43:39,Orange Chicken,1,6.15
52094,2024-04-05,12:49:23,Honey Sesame Chicken Breast,1,6.15
52095,2024-04-05,12:49:23,Teriyaki Chicken,2,6.15
52096,2024-04-05,12:58:58,Honey Sesame Chicken Breast,1,6.15
52097,2024-04-05,13:06:48,Teriyaki Chicken,1,6.15
52098,2024-04-05,13:06:48,Steamed White Rice,1,4.5
52099,2024-04-05,13:06:48,Grilled Teriyaki Chicken,2,6.15
52100,2024-04-05,13:16:45,Super Greens Side,1,4.5
52101,2024-04-05,13:16:45,Black Pepper Chicken,1,6.15
52102,2024-04-05,13:16:45,Orange Chicken,1,6.15
52103,2024-04-05,13:16:45,Grilled Teriyaki Chicken,1,6.15
52104,2024-04-05,13:25:12,Honey Sesame Chicken Breast,1,6.15
52105,2024-04-05,13:25:12,Steamed White Rice,1,4.5
52106,2024-04-05,13:31:47,String Bean Chicken Breast,1,6.15
52107,2024-04-05,13:31:47,Black Pepper Chicken,1,6.15
52108,2024-04-05,13:31:47,Grilled Teriyaki Chicken,1,6.15
52109,2024-04-05,13:39:50,Mushroom Chicken,1,6.15
52110,2024-04-05,13:39:50,Teriyaki Chicken,2,6.15
52111,2024-04-05,13:39:50,Grilled Teriyaki Chicken,1,6.15
52112,2024-04-05,13:46:37,Kung Pao Chicken,2,6.15
52113,2024-04-05,13:46:37,Teriyaki Chicken,1,6.15
52114,2024-04-05,13:54:11,Teriyaki Chicken,1,6.15
52115,2024-04-05,13:54:11,Beijing Beef,1,6.15
52116,2024-04-05,13:54:11,Steamed White Rice,1,4.5
52117,2024-04-05,13:54:11,Orange Chicken,1,6.15
52118,2024-04-05,13:54:11,Grilled Teriyaki Chicken,1,6.15
52119,2024-04-05,14:03:40,Orange Chicken,2,6.15
52120,2024-04-05,14:03:40,Steamed White Rice,1,4.5
52121,2024-04-05,14:09:20,Broccoli Beef,1,6.15
52122,2024-04-05,14:09:20,Orange Chicken,1,6.15
52123,2024-04-05,14:09:20,Grilled Teriyaki Chicken,1,6.15
52124,2024-04-05,14:14:21,Kung Pao Chicken,1,6.15
52125,2024-04-05,14:14:21,Mushroom Chicken,2,6.15
52126,2024-04-05,14:23:57,Honey Sesame Chicken Breast,1,6.15
52127,2024-04-05,14:23:57,Mushroom Chicken,1,6.15
52128,2024-04-05,14:23:57,Beijing Beef,1,6.15
52129,2024-04-05,14:31:17,Super Greens Side,1,4.5
52130,2024-04-05,14:31:17,Beijing Beef,1,6.15
52131,2024-04-05,14:37:08,Super Greens Side,1,4.5
52132,2024-04-05,14:37:08,Fried Rice,2,4.5
52133,2024-04-05,14:37:08,Grilled Teriyaki Chicken,1,6.15
52134,2024-04-05,14:46:07,Beijing Beef,1,6.15
52135,2024-04-05,14:54:34,Kung Pao Chicken,1,6.15
52136,2024-04-05,14:54:34,Broccoli Beef,3,6.15
52137,2024-04-05,15:02:25,Mushroom Chicken,1,6.15
52138,2024-04-05,15:09:18,Black Pepper Angus Steak,1,7.15
52139,2024-04-05,15:09:18,Kung Pao Chicken,1,6.15
52140,2024-04-05,15:16:56,Broccoli Beef,1,6.15
52141,2024-04-05,15:16:56,Teriyaki Chicken,1,6.15
52142,2024-04-05,15:16:56,Beijing Beef,1,6.15
52143,2024-04-05,15:24:03,Honey Sesame Chicken Breast,1,6.15
52144,2024-04-05,15:24:03,Chow Mein,1,4.5
52145,2024-04-05,15:24:03,Black Pepper Angus Steak,1,7.15
52146,2024-04-05,15:24:03,Super Greens Side,1,4.5
52147,2024-04-05,15:24:03,Grilled Teriyaki Chicken,1,6.15
52148,2024-04-05,15:29:40,Honey Sesame Chicken Breast,1,6.15
52149,2024-04-05,15:29:40,Black Pepper Chicken,1,6.15
52150,2024-04-05,15:29:40,Fried Rice,1,4.5
52151,2024-04-05,15:29:40,Mushroom Chicken,1,6.15
52152,2024-04-05,15:35:58,Black Pepper Angus Steak,1,7.15
52153,2024-04-05,15:35:58,Mushroom Chicken,1,6.15
52154,2024-04-05,15:35:58,Steamed White Rice,1,4.5
52155,2024-04-05,15:35:58,Orange Chicken,1,6.15
52156,2024-04-05,15:35:58,Beijing Beef,1,6.15
52157,2024-04-05,15:43:38,String Bean Chicken Breast,1,6.15
52158,2024-04-05,15:52:27,Black Pepper Angus Steak,1,7.15
52159,2024-04-05,15:59:06,Broccoli Beef,2,6.15
52160,2024-04-05,16:06:55,Chow Mein,1,4.5
52161,2024-04-05,16:06:55,Broccoli Beef,1,6.15
52162,2024-04-05,16:06:55,Beijing Beef,1,6.15
52163,2024-04-05,16:06:55,Grilled Teriyaki Chicken,1,6.15
52164,2024-04-05,16:16:23,Honey Sesame Chicken Breast,1,6.15
52165,2024-04-05,16:16:23,Orange Chicken,1,6.15
52166,2024-04-05,16:16:23,Teriyaki Chicken,1,6.15
52167,2024-04-05,16:22:11,Chow Mein,1,4.5
52168,2024-04-05,16:22:11,Beijing Beef,1,6.15
52169,2024-04-05,16:27:16,String Bean Chicken Breast,1,6.15
52170,2024-04-05,16:27:16,Teriyaki Chicken,1,6.15
52171,2024-04-05,16:34:16,Steamed White Rice,2,4.5
52172,2024-04-05,16:34:16,Beijing Beef,1,6.15
52173,2024-04-05,16:39:20,Broccoli Beef,1,6.15
52174,2024-04-05,16:39:20,Teriyaki Chicken,1,6.15
52175,2024-04-05,16:48:26,Honey Sesame Chicken Breast,1,6.15
52176,2024-04-05,16:48:26,Steamed White Rice,1,4.5
52177,2024-04-05,16:56:13,String Bean Chicken Breast,1,6.15
52178,2024-04-05,16:56:13,Kung Pao Chicken,1,6.15
52179,2024-04-05,17:05:37,Fried Rice,1,4.5
52180,2024-04-05,17:05:37,Beijing Beef,1,6.15
52181,2024-04-05,17:15:33,Mushroom Chicken,2,6.15
52182,2024-04-05,17:23:41,Super Greens Side,1,4.5
52183,2024-04-05,17:23:41,Chow Mein,1,4.5
52184,2024-04-05,17:23:41,Fried Rice,1,4.5
52185,2024-04-05,17:23:41,Teriyaki Chicken,1,6.15
52186,2024-04-05,17:29:03,Broccoli Beef,1,6.15
52187,2024-04-05,17:29:03,Fried Rice,1,4.5
52188,2024-04-05,17:35:23,Chow Mein,1,4.5
52189,2024-04-05,17:44:39,Orange Chicken,1,6.15
52190,2024-04-05,17:44:39,Beijing Beef,1,6.15
52191,2024-04-05,17:49:42,String Bean Chicken Breast,1,6.15
52192,2024-04-05,17:49:42,Broccoli Beef,1,6.15
52193,2024-04-05,17:49:42,Fried Rice,1,4.5
52194,2024-04-05,17:49:42,Steamed White Rice,1,4.5
52195,2024-04-05,17:58:10,Honey Sesame Chicken Breast,1,6.15
52196,2024-04-05,17:58:10,Black Pepper Chicken,1,6.15
52197,2024-04-05,17:58:10,Black Pepper Angus Steak,1,7.15
52198,2024-04-05,17:58:10,Mushroom Chicken,1,6.15
52199,2024-04-05,17:58:10,String Bean Chicken Breast,1,6.15
52200,2024-04-05,18:04:40,Black Pepper Angus Steak,1,7.15
52201,2024-04-05,18:04:40,Orange Chicken,1,6.15
52202,2024-04-05,18:09:51,String Bean Chicken Breast,1,6.15
52203,2024-04-05,18:09:51,Chow Mein,1,4.5
52204,2024-04-05,18:16:49,Teriyaki Chicken,1,6.15
52205,2024-04-05,18:16:49,Beijing Beef,1,6.15
52206,2024-04-05,18:23:36,Chow Mein,1,4.5
52207,2024-04-05,18:23:36,Black Pepper Chicken,1,6.15
52208,2024-04-05,18:23:36,Orange Chicken,1,6.15
52209,2024-04-05,18:30:13,Orange Chicken,1,6.15
52210,2024-04-05,18:30:13,Teriyaki Chicken,1,6.15
52211,2024-04-05,18:37:10,Broccoli Beef,1,6.15
52212,2024-04-05,18:37:10,Beijing Beef,1,6.15
52213,2024-04-05,18:45:02,Super Greens Side,1,4.5
52214,2024-04-05,18:45:02,Mushroom Chicken,1,6.15
52215,2024-04-05,18:45:02,Grilled Teriyaki Chicken,1,6.15
52216,2024-04-05,18:54:38,Chow Mein,1,4.5
52217,2024-04-05,18:54:38,Black Pepper Chicken,1,6.15
52218,2024-04-05,19:02:57,Black Pepper Chicken,1,6.15
52219,2024-04-05,19:02:57,Beijing Beef,1,6.15
52220,2024-04-05,19:02:57,Mushroom Chicken,1,6.15
62496,2024-05-20,14:10:35,Chow Mein,1,4.5
52221,2024-04-05,19:02:57,Orange Chicken,1,6.15
52222,2024-04-05,19:02:57,Grilled Teriyaki Chicken,1,6.15
52223,2024-04-05,19:10:10,Teriyaki Chicken,1,6.15
52224,2024-04-05,19:10:10,Grilled Teriyaki Chicken,1,6.15
52225,2024-04-05,19:18:05,Super Greens Side,1,4.5
52226,2024-04-05,19:18:05,Fried Rice,1,4.5
52227,2024-04-05,19:18:05,Teriyaki Chicken,1,6.15
52228,2024-04-05,19:18:05,Steamed White Rice,1,4.5
52229,2024-04-05,19:27:06,Black Pepper Angus Steak,1,7.15
52230,2024-04-05,19:37:04,Fried Rice,1,4.5
52231,2024-04-05,19:37:04,Grilled Teriyaki Chicken,1,6.15
